TestGroup,Test,LowerLimit,UpperLimit,DeltaLimit,TestNumber,Gold1,Gold2,Gold3,Gold4,Gold5,Gold6,Gold7,Gold8,Gold9,Gold10,Gold11,Gold12,Gold13,Gold14,Gold15,Gold16,Gold17,Gold18,Gold19,Gold20,Gold21,Gold22,Gold23,Gold24,Gold25,Gold26,Gold27,Gold28,Gold29,Gold30,Gold31,Gold32,Gold33,Gold34,Gold35,Gold36,Gold37,Gold38,Gold39,Gold40,Gold41
TX3_4G_FDD_Band13,G23D6_IQ,-2,2,,10817,-3.6455874,-2.335389,-3.0208816999999994,-3.6868809,-3.3478285,-3.5802943,-3.5544781,-2.7870384,-3.7702713,-3.6143636999999997,-3.0427593,-2.8280997,-4.6933143,-2.3706682999999997,-3.1612156000000002,-2.959101,-4.203957,-2.8555424,-3.0891108999999997,-3.2531145,-3.2571848999999995,-3.3621376000000005,-3.6313731,-2.8792931,-3.5795848999999995,-3.7652866999999994,-4.2225813,-3.4124576999999996,-2.6825376,-3.6433581999999993,-3.0694587,-3.7368916,-4.350982,-2.5792617,-4.5617134,-3.9667909999999993,-3.4394546000000004,-3.4652459,-4.1147212,-3.4854085999999995,-4.150014799999999
TX3_4G_FDD_Band13,G24D6_IQ,-2,2,,10818,-10.152185,-8.417913,-8.660210699999999,-10.290652,-9.540721299999998,-9.6169134,-9.556064200000002,-8.5538893,-9.611934199999999,-9.6564515,-9.324010099999999,-8.637872999999999,-10.443096,-8.518378499999999,-9.135663099999999,-9.113424499999999,-10.131268,-8.601627299999999,-9.1827547,-9.210156500000002,-8.922553200000001,-9.173127099999999,-9.6910112,-9.0283692,-9.576836400000001,-9.9189527,-10.045508,-9.383160200000003,-8.7509608,-9.6391023,-9.0252933,-9.4099698,-10.168265,-8.6328693,-10.992637,-10.256852,-9.432672199999999,-9.4894244,-9.918893299999999,-9.3918739,-10.069203
TX3_4G_FDD_Band13,G25D6_IQ,-2,2,,10819,-16.297665,-14.835529999999997,-14.547054,-16.256672000000002,-15.834395999999998,-15.706815,-15.708643000000004,-14.306439000000001,-15.743135999999998,-15.878257999999999,-15.358732999999997,-14.467026,-16.553196,-14.693753000000001,-15.347907000000001,-15.125202000000002,-16.502313,-14.799888,-15.568902000000003,-15.739081000000002,-15.4525,-15.419726000000002,-15.607774000000001,-15.183701000000003,-15.676276999999999,-16.006915,-16.11888,-15.869482,-14.982724,-15.090576000000002,-14.901221999999999,-15.403450000000001,-16.209694000000002,-14.307435000000002,-17.017490000000002,-16.27881,-15.373922000000002,-16.096335,-15.872529,-15.38501,-16.111196
TX3_4G_FDD_Band13,G26D6_IQ,-2,2,,10820,-21.520537,-19.912329000000003,-19.626547999999996,-21.353901999999998,-21.001381,-20.881612,-20.839496999999998,-19.384053,-20.949050999999997,-20.988369999999996,-20.544484000000004,-19.605259999999998,-21.694477,-19.768217,-20.465113,-20.237338,-21.714878,-19.92204,-20.725642,-20.94166,-20.588544000000002,-20.502824999999998,-20.710494,-20.257994000000004,-20.857391999999997,-21.154703000000005,-21.323892,-21.037088999999998,-20.100669000000003,-20.258072999999996,-20.023653000000003,-20.540767999999996,-21.354926,-19.402535999999998,-22.316519000000003,-21.479754,-20.501855,-21.234052,-21.051114,-20.451272,-21.209139
TX3_4G_FDD_Band13,G27D6_IQ,-2,2,,10821,-27.475640000000006,-25.776545999999996,-25.463818000000003,-27.177702,-26.892393000000006,-26.768502,-26.692586,-25.235152,-26.854298999999997,-26.865901,-26.444493,-25.444965,-27.546497999999996,-25.606496999999997,-26.328807,-26.106632,-27.615631,-25.812848000000002,-26.585150000000006,-26.848802,-26.475516,-26.353964,-26.585920999999995,-26.115811,-26.759600999999996,-27.049986,-27.216773,-26.964657999999996,-25.990289999999998,-26.178366999999998,-25.893344000000003,-26.387954999999998,-27.202452000000005,-25.288757,-28.233163,-27.343692999999995,-26.357076,-27.095519000000003,-26.953663,-26.279025999999998,-27.097149
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower,-0.72,5.28,0.15,11037,-4.6818318,-4.4242024,-4.5902505,-4.325123400000001,-4.6004103,-5.026548099999999,-5.385184400000001,-4.506362599999999,-4.208762699999999,-4.2774014000000005,-3.9534048000000004,-4.883647600000001,-4.449716100000001,-4.4933917,-4.4558062000000005,-4.4415724,-4.9146561,-4.9280577999999995,-4.5088974,-4.857685799999999,-4.4342119,-4.7674834,-5.0023131,-4.7145204,-4.5992836000000015,-4.655060000000001,-4.6583812,-4.5161595000000005,-4.2893548,-4.252708,-4.891232399999999,-4.7540295000000015,-4.7773249,-4.389902699999999,-4.693578700000001,-4.471417300000001,-4.7919054999999995,-4.6686566,-5.0917718999999995,-4.4946848,-4.8625492999999995
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_E_UTRA_LOW,0,6,0.5,11044,-63.777671999999995,-62.89774100000001,-63.611346000000005,-63.126688,-63.315283,-64.36855899999999,-64.221734,-62.503283999999994,-63.792534,-63.540947,-63.07112600000001,-63.617258000000014,-63.259171,-62.00630099999999,-63.509001999999995,-63.056279,-63.131052999999994,-64.274724,-63.170471000000006,-63.484716000000006,-63.530349,-63.939755000000005,-63.66128500000001,-63.345296999999995,-63.855630000000005,-63.582499999999996,-63.371156,-63.247765,-63.403592,-63.40602599999998,-63.29966199999999,-63.46449299999999,-63.318786,-62.874495,-63.97700399999999,-62.555268,-64.001367,-63.57365000000001,-63.989745000000006,-63.719636,-63.797663
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_ACLR1_LOW,0,6,0.5,11045,-65.297764,-64.35314,-65.200503,-64.56987099999999,-64.755959,-65.89566099999999,-65.63953,-63.882062999999995,-65.385099,-65.128845,-64.662926,-65.092732,-64.734407,-63.15417,-65.05256899999999,-64.582056,-64.44542200000001,-65.879194,-64.57568599999999,-64.949726,-65.107094,-65.506489,-65.154631,-64.72856200000001,-65.30295600000001,-65.10849800000001,-64.80702799999999,-64.58369,-65.037384,-64.84842599999999,-64.58245,-64.825496,-64.71159800000001,-64.384433,-65.546375,-63.698322000000005,-65.55442200000002,-65.09877,-65.44856999999999,-65.306369,-65.348697
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_E_UTRA_UP,0,6,0.5,11048,-65.05451599999999,-63.54089899999999,-64.53543900000001,-63.96556399999999,-64.102692,-65.29889,-64.84968800000001,-63.24265100000001,-64.368168,-64.37473700000001,-63.639453,-64.39378199999999,-64.01192,-62.22120600000001,-64.180674,-63.800388,-63.604471000000004,-64.97465500000001,-63.705061,-63.630539999999996,-64.41629900000001,-64.56492,-64.515784,-64.077676,-64.173193,-64.33691400000001,-64.12088999999999,-63.317820000000005,-64.11475099999998,-63.429377999999986,-63.510678999999996,-63.79949899999999,-63.918493,-63.68329,-64.500824,-62.624227,-64.93424900000001,-64.37177199999999,-64.436477,-64.64513300000002,-64.81696199999999
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_ACLR1_UP,0,6,0.5,11049,-67.397256,-65.75072900000002,-66.81293,-66.132639,-66.287029,-67.627145,-67.078185,-65.38395899999999,-66.71194,-66.79418,-66.00366199999999,-66.648728,-66.261754,-64.125691,-66.462434,-66.062119,-65.63462599999998,-67.342825,-65.892751,-65.90763700000001,-66.770252,-66.903146,-66.73852199999999,-66.20447099999998,-66.408289,-66.60482099999999,-66.274979,-65.36522300000001,-66.50515800000001,-65.60400000000001,-65.54527399999999,-65.87369000000001,-66.03565699999999,-65.96599499999999,-66.88016799999998,-64.51568499999999,-67.277006,-66.62652700000001,-66.70714799999999,-67.000039,-67.151305
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower,-0.68,5.32,0.15,11052,-11.872895999999999,-11.555723,-12.062059,-12.104699,-12.135865,-11.419760999999998,-12.436231000000001,-12.248915,-12.222508,-12.343475000000002,-11.30518,-12.119628,-12.024946000000002,-12.311482999999999,-12.039166,-12.043489,-11.687425999999999,-11.975826999999999,-12.443206,-11.808508,-11.678914,-11.703278999999998,-13.095590999999999,-11.817503,-12.421605,-12.043195,-11.581456999999999,-12.492857,-11.882171000000001,-12.124415,-11.951820000000001,-11.976411,-12.221948999999999,-11.640555,-11.613712999999999,-12.208712,-12.00168,-12.322264,-12.633781,-12.108238,-12.614429
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower_E_UTRA_LOW,-4.09,1.92,0.5,11059,-67.840407,-64.71888299999999,-67.077362,-67.29025099999998,-67.68354000000001,-64.252601,-68.766755,-67.843112,-70.06747700000001,-69.128539,-64.506889,-67.774613,-67.596695,-67.61241700000001,-67.338879,-66.51045,-65.01821199999999,-66.72373200000001,-68.143051,-67.80790999999999,-65.30097900000001,-65.474515,-72.81257300000001,-66.14069499999998,-70.279687,-67.127814,-65.189866,-69.608022,-66.030172,-67.58821800000001,-66.747073,-67.116132,-68.336534,-65.070827,-65.62066899999999,-69.10740700000001,-66.995908,-68.558491,-71.914156,-68.48732700000001,-68.99953000000001
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower_ACLR1_LOW,-3.36,2.64,0.5,11060,-68.792896,-65.624683,-67.919788,-68.135255,-68.60397900000001,-65.136441,-69.69129000000001,-68.77196699999999,-70.93191,-70.111032,-65.386478,-68.721002,-68.564881,-68.42571500000001,-68.30430199999999,-67.39343,-65.94461000000001,-67.67770199999998,-68.95396400000001,-68.79172000000001,-66.147164,-66.406993,-73.898501,-67.04017400000001,-71.22838099999998,-68.063069,-66.11578,-70.480918,-66.986121,-68.54246,-67.651461,-68.081031,-69.226216,-65.93978899999999,-66.55698500000001,-70.030447,-67.90298800000001,-69.51969300000002,-72.898223,-69.436124,-69.845778
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower_E_UTRA_UP,-2.76,3.24,0.5,11063,-67.725866,-64.460249,-66.90451900000001,-67.325226,-67.768956,-63.992399,-68.70074600000001,-67.70049199999998,-70.16524000000001,-69.249026,-64.29117299999999,-67.708091,-67.48425499999999,-67.48903299999999,-67.41831499999999,-66.47439499999999,-64.87802300000001,-66.63508199999998,-68.223564,-67.722055,-65.186104,-65.38704200000001,-73.57299300000001,-66.029397,-70.378358,-67.088692,-65.01708599999999,-69.715749,-66.02270100000001,-67.45974600000001,-66.57882799999999,-67.054216,-68.382062,-64.868701,-65.566519,-69.311496,-66.97065699999999,-68.533096,-72.30511499999999,-68.320336,-69.09221199999999
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower_ACLR1_UP,-2.17,3.83,0.5,11064,-68.666843,-65.352833,-67.72124,-68.15106700000001,-68.65349900000001,-64.858525,-69.59672900000001,-68.59520599999999,-70.989025,-70.202688,-65.154841,-68.634142,-68.428018,-68.28851799999998,-68.357015,-67.33377300000001,-65.778807,-67.55822399999998,-69.02090799999999,-68.687938,-66.031397,-66.299209,-74.572011,-66.921136,-71.265984,-68.005876,-65.91797299999999,-70.55744100000001,-66.931669,-68.395456,-67.469202,-67.989993,-69.25708399999999,-65.72377,-66.46163700000001,-70.19610899999999,-67.853486,-69.466458,-73.24085799999999,-69.252735,-69.920095
TX5_4G_FDD_Band13_TX0_LB1_G4_CIM3,PS,-1.29,4.71,0.15,11067,0.60549152,0.8646787399999999,0.7260610899999999,0.9577259900000001,0.68006508,0.30943594,-0.068860373,0.78213194,1.1064688999999999,1.00634197,1.3648722,0.4270091,0.8525334299999999,0.7842784,0.86261011,0.8741095400000001,0.43510782,0.39627227,0.77545922,0.46673124999999993,0.8892190600000001,0.53984933,0.31375397000000005,0.59915575,0.70044934,0.6531026400000001,0.64283053,0.7774408800000001,0.97503666,1.0470404999999998,0.40303617999999997,0.56098442,0.52851849,0.9141995800000002,0.61723547,0.8575592099999998,0.50920053,0.61895309,0.22617013,0.8050820099999999,0.44425893999999994
TX5_4G_FDD_Band13_TX0_LB1_G4_CIM3,IM3,,,,11068,-87.556185,-86.51114099999998,-88.61349699999998,-90.627877,-87.894485,-87.47685900000002,-84.693642,-87.98961200000002,-84.54866899999999,-86.276352,-87.55961699999999,-88.049805,-88.50775200000001,-87.171741,-87.94613799999999,-89.054759,-88.66281799999999,-84.57988800000001,-88.466212,-81.953224,-87.07102599999999,-86.35581499999999,-87.443239,-86.62700500000001,-84.41784399999999,-89.43093,-87.980471,-88.37429900000001,-89.041669,-85.245574,-85.196695,-86.53782000000001,-87.511675,-88.766469,-85.08469399999998,-86.187601,-85.68361300000001,-89.089077,-83.01182700000001,-87.16279,-88.17267
TX3_4G_FDD_Band71,RF_LOWF_POWER,0,6,0.15,10696,1.5732493,1.9903333,1.8986904,2.1662948,1.6711835999999998,1.2251423,0.8108257600000002,1.9427870999999999,2.1650458,2.1648256000000003,2.492186,1.4654117000000002,1.8691181000000001,1.9310551,1.9568067,1.9887968999999999,1.3408349999999998,1.3727007,1.8695320000000002,1.3499147000000002,1.9348331,1.728532,1.3723806,1.6980732,1.7478275000000003,1.6532592000000002,1.6702658,1.8949918999999997,2.2002974,2.2602957,1.4816976000000002,1.6745938000000002,1.6516663999999999,2.0495902,1.5905269,1.9313385,1.5344566999999998,1.7191051000000002,1.0820581999999999,1.9788497999999997,1.5225518999999998
TX3_4G_FDD_Band71,RF_HIGHF_POWER,0.46,6.46,0.15,10697,1.9575184,2.2374916,2.1282595,2.3681179,1.9994359,1.6069503,1.1372019999999998,2.1786376,2.5838088000000003,2.4917558,2.8699313999999996,1.8042087000000002,2.0989774999999997,2.1548587,2.2310651,2.2818569,1.6949052999999998,1.7317104999999997,2.2096614000000003,1.7804578999999996,2.3047323,1.9979574,1.6572241,1.9749436000000002,2.0987535999999998,1.9707098000000003,2.0769059,2.2342725,2.484846,2.6578090999999997,1.8318681,2.0167112,1.9810041999999999,2.3643767999999996,2.0964182,2.3957069000000004,1.8230095,2.0186931,1.4741405,2.183072,1.8669178000000002
TX5_4G_FDD_Band22_TX0_UHB_G6_ACLR,channelPower,2,8,0.15,11071,0.54226988,-0.060709943999999995,-0.22329554,0.35236923000000003,-0.20313056999999998,-0.38317332,-0.28558818,0.46338115,0.36009357,0.009324998900000001,0.46054852999999996,0.03459085099999999,-0.20718706,0.5089332900000001,0.018093478000000003,-0.27101418,-0.079774373,-0.14932908,-0.062628669,0.18224933000000001,0.18175346,-0.37081097,-0.26592785,-0.17350190000000004,0.32992556,-0.31691881,-0.23866519,-0.28212883999999994,0.084408244,-0.51474592,0.0097849255,-0.059381755,-0.16132105000000002,-0.48983774000000013,-0.22505044000000002,-0.0159757745,0.22527550000000002,-0.49266999,-0.0021390338,-0.5069714299999999,-0.31404627
TX5_4G_FDD_Band22_TX0_UHB_G6_ACLR,channelPower_E_UTRA_LOW,5,11,0.5,11078,-47.60268599999999,-48.936864,-49.329153,-48.07448800000001,-49.134628000000006,-49.523376999999996,-49.393478,-47.555986000000004,-48.197052,-48.91965,-47.80666399999999,-48.791454,-49.04973400000001,-47.494695,-48.733239,-49.41704800000001,-48.700027000000006,-49.11657699999999,-48.949855,-48.53426900000001,-48.33707700000001,-49.67274999999999,-49.252509999999994,-49.213516000000006,-48.04584,-49.318375,-49.281858,-49.315006,-48.734901,-49.795524,-48.623947,-48.95317800000001,-49.02117,-49.660264999999995,-49.258899,-48.798015,-48.300234,-49.707881,-48.784468,-49.761334,-49.493089999999995
TX5_4G_FDD_Band22_TX0_UHB_G6_ACLR,channelPower_ACLR1_LOW,5,11,0.5,11079,-49.86742299999999,-51.150661,-51.547984,-50.343075,-51.35870200000001,-51.742214000000004,-51.618155,-49.827597999999995,-50.413968999999994,-51.204696,-50.086624,-51.021907,-51.288561,-49.719936000000004,-50.936845000000005,-51.605488,-50.769736,-51.36799499999999,-51.175387,-50.802352,-50.563306,-51.912215,-51.475319,-51.419931999999996,-50.23357299999999,-51.553174999999996,-51.49431,-51.513873000000004,-50.963862,-51.990041,-50.675807000000006,-51.179449999999996,-51.168595999999994,-51.895878999999994,-51.52559699999999,-51.005889,-50.574218,-51.852251,-51.023261000000005,-51.99004600000001,-51.665337
TX5_4G_FDD_Band22_TX0_UHB_G6_ACLR,channelPower_E_UTRA_UP,5,11,0.5,11082,-44.803422,-45.258745,-45.654281999999995,-45.169917000000005,-45.637215000000005,-46.05498899999999,-45.797267,-44.939929,-45.057272999999995,-45.510337,-44.787258,-45.366968,-45.541356,-44.845874,-45.350308,-45.769296,-45.473847000000006,-45.605942,-45.632165,-45.201868000000005,-45.10896699999999,-45.936169,-45.668489,-45.595445999999995,-45.06964000000001,-45.759137,-45.73689,-45.824034,-45.554457,-46.093927,-45.328238999999996,-45.60040600000001,-45.556382,-45.92936199999999,-45.733008,-45.48196999999999,-45.1743,-45.9365,-45.52173,-45.917154000000004,-45.84253600000001
TX5_4G_FDD_Band22_TX0_UHB_G6_ACLR,channelPower_ACLR1_UP,5,11,0.5,11083,-47.377659,-47.869353000000004,-48.255735,-47.764973000000005,-48.24555,-48.662171,-48.41077,-47.467899,-47.647814,-48.128344,-47.370719,-47.941388,-48.125941999999995,-47.431806,-47.952405000000006,-48.380575,-48.02785300000001,-48.203137999999996,-48.217137,-47.804363,-47.715126000000005,-48.54146999999999,-48.245937999999995,-48.191103999999996,-47.670653,-48.355048,-48.343933,-48.422871,-48.163364,-48.715205000000005,-47.888166999999996,-48.206057,-48.162874,-48.51897600000001,-48.332012999999996,-47.995943,-47.764799000000004,-48.492588999999995,-48.101163,-48.544137,-48.45529899999999
TX5_4G_TDD_Band42_TX0_UHB_G6_ACLR,channelPower,0,6,0.15,11087,0.46873872,0.12809960999999997,-0.045445040000000006,0.40758558999999994,0.007693936599999998,-0.103677906,-0.11669908199999998,0.38405684000000007,0.33993718,0.04435676100000001,0.4230988399999999,0.094694292,0.09074518100000001,0.46173723000000005,0.19164151999999998,-0.05328267,0.009951201330000001,-0.042129860000000005,0.06261217699999999,0.29259834,0.19832814,-0.22262467999999996,-0.032829828000000005,-0.059275030000000006,0.28727737,-0.05444487,-0.052881868,-0.03810564799999999,0.18881745,-0.25491092,0.052435296000000006,-0.0306318223,-0.017023406070000004,-0.20776083,0.0075388123,0.108473669,0.20695707999999996,-0.26162188999999997,0.1330454,-0.14712374,-0.15485928999999998
TX5_4G_TDD_Band42_TX0_UHB_G6_ACLR,channelPower_E_UTRA_LOW,0,6,0.5,11094,-46.673162,-47.233423,-47.649263000000005,-46.84219900000001,-47.563487,-47.882912000000005,-47.832237000000006,-46.82872,-47.073401000000004,-47.61922500000001,-46.743199000000004,-47.612566,-47.393162000000004,-46.570968,-47.115848,-47.87640700000001,-47.491884,-47.69305,-47.587132999999994,-47.146946,-47.199747,-48.19208999999999,-47.692737,-47.774361,-47.127446,-47.905364000000006,-47.89012399999999,-47.830721000000004,-47.295772,-48.39471,-47.553708,-47.74519,-47.749624,-48.188877,-47.819086999999996,-47.597973,-47.19200000000001,-48.281542,-47.466422,-48.02142099999999,-47.899364
TX5_4G_TDD_Band42_TX0_UHB_G6_ACLR,channelPower_ACLR1_LOW,0,6,0.5,11095,-53.331129999999995,-53.872705999999994,-54.25518699999999,-53.532488,-54.208974999999995,-54.533384999999996,-54.471666000000006,-53.42822699999999,-53.662479999999995,-54.203567,-53.422549000000004,-54.24554500000001,-54.01667199999999,-53.275315,-53.71486500000001,-54.49249400000001,-54.158344,-54.34042899999999,-54.289941,-53.784306,-53.795961,-54.788715,-54.30466,-54.373912,-53.763999,-54.555997000000005,-54.574284,-54.449964,-53.87139,-55.01143900000001,-54.168235,-54.394806,-54.30315999999999,-54.80516,-54.462478,-54.227342,-53.878174,-54.781707999999995,-54.078357000000004,-54.631040000000006,-54.57126000000001
TX5_4G_TDD_Band42_TX0_UHB_G6_ACLR,channelPower_E_UTRA_UP,0,6,0.5,11098,-46.206349,-46.498224,-46.865857999999996,-46.324397999999995,-46.903923000000006,-47.24516900000001,-47.103404999999995,-46.338893999999996,-46.477913,-46.896337,-46.133222,-46.865959999999994,-46.73223899999999,-46.114491,-46.450669,-47.146161000000006,-46.862790000000004,-46.936463999999994,-46.92541099999999,-46.499646999999996,-46.51151800000001,-47.325691000000006,-46.953199,-46.976621,-46.523033000000005,-47.211874,-47.165161999999995,-47.143452999999994,-46.745475,-47.567474000000004,-46.77597000000001,-47.04941,-46.985823,-47.342828,-47.130227000000005,-46.948211,-46.523567,-47.427813,-46.886154,-47.187372,-47.110459
TX5_4G_TDD_Band42_TX0_UHB_G6_ACLR,channelPower_ACLR1_UP,0,6,0.5,11099,-53.446220999999994,-53.702420000000004,-54.130389,-53.521367999999995,-54.177806,-54.44353100000001,-54.337581,-53.62623,-53.739638,-54.122501,-53.33226599999999,-54.142081,-54.021492,-53.334572,-53.664324,-54.403569000000005,-54.051733,-54.16422500000001,-54.092302999999994,-53.722577,-53.77820499999999,-54.610537,-54.225961,-54.279545,-53.713747999999995,-54.451441,-54.359548999999994,-54.348072,-54.03402200000001,-54.855261,-53.96882000000001,-54.281178999999995,-54.272655,-54.586528,-54.392988,-54.250359,-53.78552499999999,-54.691432999999996,-54.072451,-54.43442600000001,-54.37660100000001
tx_2G_GMSK,ChannelPower_TX0_LB3,0.41,6.41,0.15,11112,4.021289,3.9432085999999997,3.8235802999999997,4.076697600000001,3.8655888,3.899997700000001,3.8966293,3.9743515999999994,4.0723329999999995,3.9495824999999996,4.021658799999999,3.9536118,3.9600577,3.9343893999999997,3.8293817999999993,4.0415377999999995,3.8881741000000005,3.8596876,3.9736363000000003,4.0409898,3.9876689,3.8265749,3.8161307,3.9274850999999997,3.9621014000000003,3.9538366000000003,3.8220083000000002,3.8891284999999995,3.8684757,3.7970026,3.8735061,3.9281083000000003,3.9544687000000005,3.8716719999999993,3.9494709,4.1088968999999995,3.9307457,3.9260267000000004,3.9811254,3.8984500000000004,3.7464198999999994
tx_2G_GMSK,ChannelPower_TX0_MB3,0.65,6.65,0.15,11118,3.264117100000001,3.2014325999999995,3.0665850999999997,3.3653354999999996,3.1601623000000005,3.1896844,3.1717967999999996,3.2237525000000007,3.3195132000000003,3.1878611999999995,3.3503388000000003,3.1927439,3.2968108999999997,3.1777371,3.1592325,3.3461040999999994,3.2093323000000007,3.1449683999999998,3.2472117,3.3095884,3.2573232999999995,3.0440253999999998,3.0664041,3.1801218999999996,3.1984755,3.2051067000000004,3.0524508999999997,3.1556483,3.0891009,3.0338151,3.1064439999999998,3.1659149999999996,3.2249645,3.1313026000000006,3.1476047,3.3652848,3.188214,3.1530163,3.1940853000000002,3.1489147,2.9767211
tx_2G_GMSK,Mask_P400kHz_TX0_LB3,-3.12,2.88,0.3,11113,-73.68761599999999,-73.545552,-73.649245,-73.62869100000002,-73.655623,-73.317817,-73.81618399999999,-73.676252,-73.881188,-73.52717,-73.647825,-73.65242500000001,-73.279081,-73.480299,-73.562084,-73.575569,-73.71431000000001,-73.64242599999999,-73.350205,-74.048032,-73.59471499999998,-73.348221,-73.74917400000001,-73.480946,-73.630373,-73.44805799999999,-73.46723,-73.576414,-73.671666,-73.790098,-73.67894900000002,-73.666783,-73.68219599999999,-73.654454,-73.802994,-73.45844500000001,-73.765583,-73.71350699999999,-74.09455599999998,-73.59843000000001,-73.277033
tx_2G_GMSK,Mask_N400kHz_TX0_LB3,-2.63,3.37,0.3,11114,-72.60359000000001,-72.33175100000001,-72.29102,-72.61851800000001,-72.59879099999999,-72.53625100000001,-72.557602,-72.402173,-72.924073,-72.360875,-72.38412300000002,-72.478782,-72.14425800000001,-72.375466,-72.14113,-72.732478,-72.587876,-72.451291,-72.064179,-72.71591300000001,-72.708226,-72.320193,-72.472755,-72.514948,-72.306297,-72.15528400000001,-72.43187200000001,-72.49685299999999,-72.58487799999997,-72.42376800000001,-72.366163,-72.339911,-72.424348,-72.284603,-72.498103,-72.520748,-72.265767,-72.576652,-72.390557,-72.416803,-72.558971
tx_2G_GMSK,Mask_P400kHz_TX0_MB3,-4.83,1.17,0.3,11119,-66.62222299999999,-66.31471699999999,-66.602564,-66.59146199999999,-66.66311199999998,-66.89951900000001,-66.703093,-66.699202,-66.465189,-66.907376,-66.965622,-66.39425500000002,-66.49623399999999,-66.411573,-66.43772100000001,-66.53001,-66.574306,-66.796681,-66.989158,-66.56898,-66.66977800000001,-66.60286099999999,-66.904848,-66.78509799999999,-66.32119399999999,-66.703603,-66.64690800000001,-66.892821,-66.472317,-66.69639799999999,-66.779476,-66.58364999999999,-66.739084,-66.41858,-66.92550600000001,-66.787308,-66.766949,-66.589103,-66.585027,-66.87661399999999,-66.70059
tx_2G_GMSK,Mask_N400kHz_TX0_MB3,-3.96,2.04,0.3,11120,-66.825112,-66.253607,-66.626361,-66.36040200000001,-66.38931199999999,-66.408456,-66.40878900000001,-66.536964,-66.61145300000001,-66.06461399999999,-66.917344,-66.42045700000001,-66.075389,-66.661527,-66.402542,-66.109107,-66.175226,-66.574774,-66.65343599999999,-66.849103,-66.467708,-66.267847,-66.51972200000002,-66.67245,-66.25257200000001,-66.274632,-66.579756,-66.04372400000001,-66.592882,-66.118083,-66.522443,-66.366154,-66.72288499999999,-66.176276,-66.58036999999999,-66.319003,-66.339671,-66.641587,-66.467238,-66.920343,-66.313496
tx_2G_8PSK_LB,PC,-0.3,7.7,0.5,22239,-37.77428199999999,-39.111518000000004,-40.246564,-30.821315,-35.00166600000001,-37.678859,-34.290081,-40.05178,-44.362438,-38.109555,-34.88725,-34.030567,-42.348133999999995,-37.306034,-42.014928,-39.425247999999996,-43.94193700000001,-38.34121700000001,-34.631816,-45.481372,-34.538357,-40.490436,-30.948941,-35.799119000000005,-39.400745,-33.006798,-37.337194000000004,-34.394942,-31.206479,-38.083274,-39.854046,-37.142356,-35.457375,-31.245903,-40.729779,-31.748227999999994,-37.33512100000001,-31.735811,-36.199424,-39.766628000000004,-36.779093
tx_2G_8PSK_LB,PS,-1.55,6.45,0.5,22240,1.8624665,2.3291031,2.1939314000000003,2.4439719,2.056375,1.5114477000000004,0.9699980100000001,2.2282029000000003,2.4820450000000003,2.4720794,3.0080528,1.7903087999999996,2.3072644999999996,2.1512664999999997,2.353125,2.3376771,1.7243418000000001,1.7685371999999997,2.3005787000000004,1.5288760999999997,2.3800323000000003,2.0438911,1.6594842999999997,1.9576321999999997,2.0221055999999997,2.0713301,1.9476520999999998,2.2400747,2.5641834,2.6272723,1.7168179,1.9552745000000002,1.9465454000000002,2.3747494000000002,1.7961376999999998,2.240118,1.7997207,2.0776056,1.2319991,2.2172058,1.8012124
tx_2G_8PSK,PC_G2,-0.4,7.6,0.5,22715,-39.139383,-40.500047,-41.588128999999995,-32.190174999999996,-36.284355999999995,-39.005683999999995,-35.653808000000005,-41.47399299999999,-45.691617,-39.39431999999999,-36.211459000000005,-35.372448000000006,-43.651598,-38.646665999999996,-43.313073,-40.84537400000001,-45.22673400000001,-39.673986,-35.964085,-46.842759,-35.855546000000004,-41.780726,-32.289655,-37.16690799999999,-40.761944,-34.343474,-38.720799,-35.742928,-32.55332,-39.389142,-41.23851,-38.476478,-36.764944,-32.578772,-42.13310599999999,-33.072789,-38.606345,-33.059342,-37.541141999999994,-41.081144,-38.132737000000006
tx_2G_8PSK,PS_G2,-1.54,6.46,0.5,22716,0.7433524100000001,1.2052745000000002,1.0635771,1.3124406,0.93638965,0.37684994000000005,-0.16192684,1.1097591000000002,1.3690345000000002,1.3540979,1.8858536999999997,0.66184088,1.1747728,1.0260452,1.2232665,1.2022416999999996,0.59246925,0.6367405500000001,1.1689228,0.39391527,1.258249,0.90935272,0.53499998,0.83046264,0.9006631900000001,0.9407599899999999,0.82090082,1.1197718,1.4366937,1.5052777000000002,0.58209937,0.8264677800000001,0.8354349900000001,1.2576647,0.6831566699999999,1.1169430999999999,0.69032088,0.9482326499999999,0.10933250000000001,1.0910641,0.6626999900000001
